bioguide_id,full_name,birthyear,image,office_address,phone,website,fec_id,bioname,chamber,left_right_ideology,party_code,state_abbrev,district_code,icpsr,party
V000136,Gabe Vasquez,1984.0,https://www.congress.gov/img/member/v000136_200.jpg,"322 Cannon House Office Building, Washington, DC 20515",(202) 225-2365,https://vasquez.house.gov,H2NM02191,"VASQUEZ, Gabriel",House,-0.329,100,NM,2,22371,Democrat
V000137,J. D. Vance,1984.0,https://www.congress.gov/img/member/v000137_200.jpg,,,,S2OH00436,"VANCE, James David",Senate,0.85,200,OH,0,42304,Republican
V000138,Eugene Simon Vindman,1975.0,https://www.congress.gov/img/member/6774617a0b34857ecc9091b5_200.jpg,"1005 Longworth House Office Building, Washington, DC 20515",(202) 225-2815,https://vindman.house.gov/,H4VA07234,"VINDMAN, Eugene Simon",House,-0.168,100,VA,7,22558,Democrat
W000187,Maxine Waters,1938.0,https://www.congress.gov/img/member/w000187_200.jpg,"2221 Rayburn House Office Building, Washington, DC 20515",(202) 225-2201,https://waters.house.gov,H4CA23011,"WATERS, Maxine",House,-0.656,100,CA,43,29106,Democrat
W000437,Roger F. Wicker,1951.0,https://www.congress.gov/img/member/f49ac425119375e9fe6a075762734079_200.jpg,"425 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6253,https://www.wicker.senate.gov,S8MS00196,"WICKER, Roger F.",Senate,0.377,200,MS,0,29534,Republican
W000779,Ron Wyden,1949.0,https://www.congress.gov/img/member/w000779_200.jpg,"221 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-5244,https://www.wyden.senate.gov/,S6OR00110,"WYDEN, Ronald Lee",Senate,-0.333,100,OR,0,14871,Democrat
W000788,Nikema Williams,1978.0,https://www.congress.gov/img/member/w000788_200.jpg,"1406 Longworth House Office Building, Washington, DC 20515",(202) 225-3801,https://nikemawilliams.house.gov,H4GA05048,"WILLIAMS, Nikema",House,-0.445,100,GA,5,22156,Democrat
W000790,Raphael G. Warnock,1969.0,https://www.congress.gov/img/member/w000790_200.jpg,"717 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3643,https://www.warnock.senate.gov,S0GA00559,"WARNOCK, Raphael Gamaliel",Senate,-0.419,100,GA,0,42105,Democrat
W000795,Joe Wilson,1947.0,https://www.congress.gov/img/member/116_rp_sc_2_wilson_joe_200.jpg,"1436 Longworth House Office Building, Washington, DC 20515",(202) 225-2452,https://joewilson.house.gov/,H2SC02059,"WILSON, Addison Graves (Joe)",House,0.53,200,SC,2,20138,Republican
W000797,Debbie Wasserman Schultz,1966.0,https://www.congress.gov/img/member/116_rp_fl_23_wassermanschultz_debbie_200.jpg,"270 Cannon House Office Building, Washington, DC 20515",(202) 225-7931,https://wassermanschultz.house.gov/,H4FL20023,"WASSERMAN SCHULTZ, Debbie",House,-0.414,100,FL,25,20504,Democrat
W000798,Tim Walberg,1951.0,https://www.congress.gov/img/member/w000798_200.jpg,"2266 Rayburn House Office Building, Washington, DC 20515",(202) 225-6276,https://walberg.house.gov/,H4MI07103,"WALBERG, Tim",House,0.499,200,MI,5,20725,Republican
W000800,Peter Welch,1947.0,https://www.congress.gov/img/member/fd3cb364b8bf93c25834cff750637802_200.jpg,"115 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4242,https://www.welch.senate.gov/,S6VT00012,"WELCH, Peter",Senate,-0.406,100,VT,0,20750,Democrat
W000802,Sheldon Whitehouse,1955.0,https://www.congress.gov/img/member/w000802_200.jpg,"530 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2921,https://www.whitehouse.senate.gov/,S6RI00221,"WHITEHOUSE, Sheldon",Senate,-0.354,100,RI,0,40704,Democrat
W000804,Robert J. Wittman,1959.0,https://www.congress.gov/img/member/w000804_200.jpg,"2055 Rayburn House Office Building, Washington, DC 20515",(202) 225-4261,https://wittman.house.gov/,H8VA01147,"WITTMAN, Robert J.",House,0.448,200,VA,1,20756,Republican
W000805,Mark R. Warner,1954.0,https://www.congress.gov/img/member/w000805_200.jpg,"703 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2023,https://www.warner.senate.gov,S8VA00107,"WARNER, Mark",Senate,-0.208,100,VA,0,40909,Democrat
W000806,Daniel Webster,1949.0,https://www.congress.gov/img/member/w000806_200.jpg,"2184 Rayburn House Office Building, Washington, DC 20515",(202) 225-1002,https://webster.house.gov/,H0FL08208,"WEBSTER, Daniel A.",House,0.524,200,FL,11,21116,Republican
W000808,Frederica S. Wilson,1942.0,https://www.congress.gov/img/member/w000808_200.jpg,"2080 Rayburn House Office Building, Washington, DC 20515",(202) 225-4506,https://wilson.house.gov/,H4FL01163,"WILSON, Frederica",House,-0.477,100,FL,24,21118,Democrat
W000809,Steve Womack,1957.0,https://www.congress.gov/img/member/117_rp_ar_3_womack_steve_200.jpg,"2412 Rayburn House Office Building, Washington, DC 20515",(202) 225-4301,https://womack.house.gov/,H0AR03055,"WOMACK, Steve",House,0.348,200,AR,3,21108,Republican
W000812,Ann Wagner,1962.0,https://www.congress.gov/img/member/w000812_200.jpg,"2350 Rayburn House Office Building, Washington, DC 20515",(202) 225-1621,https://wagner.house.gov,H2MO02102,"WAGNER, Ann",House,0.389,200,MO,2,21337,Republican
W000814,"Randy K. Weber, Sr.",1953.0,https://www.congress.gov/img/member/w000814_200.jpg,"107 Cannon House Office Building, Washington, DC 20515",(202) 225-2831,https://weber.house.gov,H2TX14149,"WEBER, Randy",House,0.72,200,TX,14,21360,Republican
W000816,Roger Williams,1949.0,https://www.congress.gov/img/member/w000816_200.jpg,"2336 Rayburn House Office Building, Washington, DC 20515",(202) 225-9896,https://williams.house.gov,H2TX33032,"WILLIAMS, Roger",House,0.593,200,TX,25,21364,Republican
W000817,Elizabeth Warren,1949.0,https://www.congress.gov/img/member/w000817_200.jpg,"311 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4543,https://www.warren.senate.gov,S2MA00170,"WARREN, Elizabeth",Senate,-0.744,100,MA,0,41301,Democrat
W000821,Bruce Westerman,1967.0,https://www.congress.gov/img/member/w000821_200.jpg,"202 Cannon House Office Building, Washington, DC 20515",(202) 225-3772,https://westerman.house.gov/,H4AR04048,"WESTERMAN, Bruce Eugene",House,0.544,200,AR,4,21563,Republican
W000822,Bonnie Watson Coleman,1945.0,https://www.congress.gov/img/member/w000822_200.jpg,"168 Cannon House Office Building, Washington, DC 20515",(202) 225-5801,https://watsoncoleman.house.gov/,H4NJ12149,"WATSON COLEMAN, Bonnie",House,-0.597,100,NJ,12,21538,Democrat
W000823,Michael Waltz,1974.0,https://www.congress.gov/img/member/w000823_200.jpg,,,,H8FL06148,"WALTZ, Michael",House,0.452,200,FL,6,21981,Republican
W000829,Tony Wied,1976.0,https://www.congress.gov/img/member/6734b6724c72e343a6aff9e6_200.jpg,"424 Cannon House Office Building, Washington, DC 20515",(202) 225-5665,https://wied.house.gov/,H4WI08119,"WIED, Tony",House,0.484,200,WI,8,22383,Republican
W000830,George Whitesides,1974.0,https://www.congress.gov/img/member/68dc43db199559bad714973d_200.jpg,"1504 Longworth House Office Building, Washington, DC 20515",(202) 225-1956,https://whitesides.house.gov/,H4CA27111,"WHITESIDES, George",House,-0.189,100,CA,27,22559,Democrat
W000831,James R. Walkinshaw,1982.0,https://www.congress.gov/img/member/68c1bd4ca929c5b98220e069_200.jpg,"2265 Rayburn House Office Building, Washington, DC 20515",(202) 225-1492,https://walkinshaw.house.gov/,H6VA11066,"WALKINSHAW, James R.",House,-0.503,100,VA,11,22564,Democrat
Y000064,Todd Young,1972.0,https://www.congress.gov/img/member/y000064_200.jpg,"185 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-5623,https://www.young.senate.gov,S0IN00194,"YOUNG, Todd",Senate,0.438,200,IN,0,21133,Republican
Y000067,Rudy Yakym III,1984.0,https://www.congress.gov/img/member/y000067_200.jpg,"349 Cannon House Office Building, Washington, DC 20515",(202) 225-3915,https://yakym.house.gov,H2IN02295,"YAKYM, Rudy, III",House,0.513,200,IN,2,22171,Republican
Z000018,Ryan K. Zinke,1961.0,https://www.congress.gov/img/member/117_rp_mt_1_zinke_ryan_200.jpg,"512 Cannon House Office Building, Washington, DC 20515",(202) 225-5628,https://zinke.house.gov,H4MT01041,"ZINKE, Ryan",House,0.438,200,MT,1,21532,Republican
